category,d_description_en
9_human_capital,"Membership fees include payments made to an accredited board, association, society or similar organization when departmental memberships are in direct support of a government program, or, when membership is a federal statutory requirement for individual employees to carry out the functions of their positions. This object excludes fees for subscriptions (e.g., periodicals or access to electronic media and research data bases) or for advisory and professional services (e.g., services provided to answer specific questions or to address issues and concerns)."
9_human_capital,"Services acquired from training consultants, including teachers and instructors on a contract basis by government training institutions for public servants."
9_human_capital,Training and educational services
9_human_capital,Coaching services for dca
9_human_capital,Pro services for pses results analysis and action plan
9_human_capital,Information products subsciptions
9_human_capital,Market analyses and price forecasts
9_human_capital,Eikon for commodities information service licence
9_human_capital,0361 communications - web services subscriptions
9_human_capital,0446 - training consultants/instructors
9_human_capital,Information product -pwc global entertainment & media outlook
9_human_capital,0446 – training consultants - executive education programs
9_human_capital,0447 – tuition fees and costs of attending courses including seminars not elsewhere specified
9_human_capital,0446 – training consultants - development of workshops
9_human_capital,0446 – training consultants - development of learning resources
9_human_capital,"0402 – human resources management services - professional, administrative and management support services"
9_human_capital,0448 – purchase of training packages and courses
9_human_capital,0402 – human resources management services - job descriptions services
9_human_capital,0402 – human resources management services - organization_x000d_ and classification services
9_human_capital,0402 – human resources management services - strategic advice services
9_human_capital,0402 – human resources management services - work descriptions services
9_human_capital,Electronic subscriptions & electronic publications
9_human_capital,Health and safety consultant services
9_human_capital,Training consultants (ee diversity training consultants)
9_human_capital,Training instructor
9_human_capital,Tuition fees and costs of attending courses including semina
9_human_capital,0447 tuition fees - other
9_human_capital,Blended language training
9_human_capital,Active engagement training and coaching
9_human_capital,Design and development of training material
9_human_capital,0447 tuition fees and costs of attending courses including seminar not elsewhere specified
9_human_capital,Mental health training session
9_human_capital,Education - non-public servants
9_human_capital,Training consultants - workplace safety and prevention services
9_human_capital,Training consultant
9_human_capital,0447 - tuition fees and costs of attending courses including seminars not elsewhere specified
9_human_capital,"Human resources support services (hrss): organization and classi fication, staffing and compensation"
9_human_capital,Awards ceremony
9_human_capital,Duress alarm - monitoring - cas
9_human_capital,Lexum
9_human_capital,Quicklaw international subscription
9_human_capital,Blended second language training
9_human_capital,Hr coaching ohs.
9_human_capital,0447 tuition fees and costs of attending courses including seminar
9_human_capital,0448 purchase of training packages and courses
9_human_capital,Conference fees et autres
9_human_capital,Security + software course
9_human_capital,Training - open source research internet training
9_human_capital,French group language training
9_human_capital,Human resources management
9_human_capital,Human resource management services
9_human_capital,Human resources management services - senior staffing consultant
9_human_capital,Human resources management services - staffing consultant
9_human_capital,Unconscious bias - facilitating services
9_human_capital,Advisory membership subsription
9_human_capital,Training vouchers - it
9_human_capital,Heincore online renewal
9_human_capital,Second language training - amd 001
9_human_capital,Conference fees and others
9_human_capital,Crtc mentoring program
9_human_capital,Tableau software group training
9_human_capital,Training course/workshop: difficult conversations
9_human_capital,Training consultants - project administrator for elearning materials
9_human_capital,Training consultants - atip consultant
9_human_capital,Training consultants - mental health and first aid training
9_human_capital,Language training - tuition fees and costs of attending courses including seminars not elswhere specified
9_human_capital,"Education - elementary, secondary, college, univer"
9_human_capital,0447 tuition fees and costs of attending courses including seminars not elsewhere specified
9_human_capital,0445 tuition fes trng-own time - language training
9_human_capital,0445 tuition fes trng - language training
9_human_capital,Subscription to lexis advance quicklaw online international content
9_human_capital,Supscription renewal - credit report
9_human_capital,Media training for the employees and commissioners
9_human_capital,Business object web intelligence software training
9_human_capital,Briefings on demand training
9_human_capital,Tapiriit kanatami executive training program
9_human_capital,Purchase of web based training packages and courses
9_human_capital,Civilian - foreign service allowance
9_human_capital,Education-non-public servants
9_human_capital,Human resources management services - job description writing services
9_human_capital,Human resources management services - staffing consultant services
9_human_capital,Teachers contractuel
9_human_capital,Services acquired from training consultants
9_human_capital,Purchase of training packages & courses
9_human_capital,0447 tuition fees and costs of attending courses including semina
9_human_capital,0446 training consultants
9_human_capital,Amendment to increase the total value
9_human_capital,Amendment to increase contract value
9_human_capital,Education services
9_human_capital,Training analysis and design courses
9_human_capital,Human resources management services - work description services
9_human_capital,Teacher and instructor on contract
9_human_capital,Purchase of training packages and courses - training - emergency management exercises
9_human_capital,0402 human resources management services
9_human_capital,Compensation services
9_human_capital,Human resources (staffing and classification)
9_human_capital,Organization and classification services
9_human_capital,Elec subsc &; elec publicatns
9_human_capital,Amendment 001 to increase the total value
9_human_capital,Tuition fees and costs of attending courses including seminar
